rank	split_69001	split_69002	split_69003	split_69004	split_69005
2820	__Arpc5	__Gmfg	__Ablim1	AUH	TRAPPC1
2821	__Prdx5	NME1	C4orf3	CD6	__Xbp1
2822	__Scand1	__Ndufa4	__Xbp1	PRKDC	__Pomp
2823	DARS	__Fyn	__Gabarap	__Anapc5	__Ppdpf
2824	RERE	ADK	MTHFD2	EID1	UBXN4
2825	__Pomp	CD70	MYH9	MRPL51	GARS
2826	__Gmfg	RERE	TBCA	ARL6IP1	EIF4B
2827	CENPF	GPSM3	CKLF	UBE2C	ATP8B4
2828	__Nras	ACTR2	__Ppdpf	ATP5MD	__Set
2829	__Atp1a1	HNRNPM	SLC16A3	TMPO	BIRC6
2830	POLR2E	ATF4	PSMA2	__Ppdpf	TBC1D22A
2831	NINJ1	THEMIS	__Selplg	EIF3D	__Tmem258
2832	__Aff3	KLF6	__Cnbp	GRK3	__Rexo2
2833	CCT3	__Chmp2a	DOCK8	__Bcl11b	__Prrc2c
2834	AAK1	LY6E	TRAPPC1	RFTN1	__Cnbp
2835	__Kcnn4	CCT3	__Rhoa	COPE	ANKRD11
2836	ACTR2	__Cdc20	CCT3	__Ddit4	PFDN2
2837	ATF4	PSMB10	IGFLR1	ATP5PO	__Ifi27
2838	__Psmb4	KCNAB2	KCNAB2	STAT1	AURKAIP1
2839	SOS1	TRAF1	TRMT112	__Ndufb8	MYH9
2840	UXT	__Kcnn4	CHD2	__Sf3b2	LAMTOR4
2841	__Setbp1	__Mdh1	PCNA	__Birc6	__Eif3a
2842	KCNAB2	SQOR	SEPTIN6	__Cope	C9orf16
2843	CCT4	__Ywhae	ATP5MD	__Setd5	EIF4H
2844	ADK	NDUFB4	__Mrpl30	PSMB2	CFLAR
2845	SND1	__Timm13	PFDN2	ATP5MC1	LMAN1
2846	TRAF1	__Ppdpf	__Sema4d	INSIG1	__Elovl6
2847	KLF6	__Scand1	GNAI2	__Slc2a3	PICALM
2848	__Anapc5	__Utrn	LIMD2	__Tnfaip8	__Nfkbia
2849	__Psmb6	ST13	CSTB	RBM39	__Ankrd11
2850	PDE7B	POLR2E	NME1	__G3bp1	__S100a11
2851	__Psma2	SOS1	__Ywhae	__Polr1d	CHD2
2852	HNRNPM	NINJ1	PICALM	__Enah	__Egln1
2853	__Ndufa7	CCT4	EIF3E	WAC	IGFLR1
2854	__Prdx4	KTN1	EIF4H	CAB39	SSR4
2855	__Rbm8a	SND1	SOCS1	OST4	__Ndufb8
2856	__Fyn	NAP1L4	TRAF3	__Smc2	__Ywhae
2857	__Ifi27	CENPF	__Pak2	__Ywhae	__Hjurp
2858	TRAPPC1	ETS1	AAK1	EIF4B	TK1
2859	__Ywhae	__Rbm8a	ARPC5	LAMTOR4	AAK1
2860	THEMIS	__Pomp	FUT7	__Ccnb2	MTHFD2
2861	__Chmp2a	TRAPPC1	__Ndufb11	AHRR	__Polr1d
2862	PSMB6	__Pitpnc1	LMAN1	__Leprotl1	NDUFB4
2863	__Cnbp	__Prdx4	__Pomp	TBCA	XRCC6
2864	__Ndufa4	CIB1	__Atp5k	SON	__Ssr4
2865	__Uqcr11	__Aff3	TK1	ANAPC16	CKLF
2866	__Nsa2	RSL1D1	__Egln1	__Glipr2	CIB1
2867	RSL1D1	__Zfas1	__Ssr4	PHPT1	__Pak2
2868	SQOR	PDE7B	__Rexo2	__Nfkb1	BIRC3
2869	__Pitpnc1	ZFAND3	__Rp9	TYMS	CCL5
2870	__Ap2s1	PRKX	WWOX	__Lmnb1	__Smc2
2871	ST13	__Atp1a1	LINC01871	__Capns1	COMMD6
2872	__Ndufb8	ACTR3	__Capns1	SEPTIN6	MRPL51
2873	HOPX	MTHFD2	__Ndufb8	ARPC5	__Maml3
2874	GARS	__Chd4	TBC1D22A	__Eif3a	__Phgdh
2875	PRKX	__Psmb6	GARS	__Lsp1	__Zfas1
2876	__Larp1	__Larp1	__Atxn1	MYDGF	PPP1CA
2877	ACTR3	__Ndufb8	FAM107B	__Hnrnpk	__Timm13
2878	NAP1L4	__Psmb4	__Hjurp	__Anp32a	INSIG1
2879	CNBP	__Psma2	COX17	__Fabp5	PRMT1
2880	__Fam107b	GARS	__Hspe1	RAD23A	__Gabarap
2881	__Chd4	__Ap2s1	__Il4ra	__Elovl6	NSD2
2882	LIMD2	__Hspe1	__Anapc5	ASH1L	PHPT1
2883	__Utrn	__Anapc5	GABARAP	__Phgdh	__Atp1a1
2884	ARL4C	__Fam107b	__Timm13	BIRC3	PSMB2
2885	ZFAND3	PFDN2	ANXA6	SNRPE	__Sf3b2
2886	C12orf75	CKLF	__Ifi27	IRF4	__Srsf2
2887	__Hspe1	MDFIC	HOPX	RYBP	PCNA
2888	TRIR	C12orf75	AURKAIP1	__Pold4	ATP5MC1
2889	MDFIC	__Sh3kbp1	TRIR	__Ndufa7	GNAI2
2890	__Zfas1	__Cnbp	__Banf1	CFLAR	SF3B2
2891	ETS1	PSMB6	__Snrpd3	__Sf3b1	SMC4
2892	NDUFB4	LMAN1	NDUFA11	__Tmem50a	UBE2C
2893	NDUFB11	ARL4C	ACAP1	CKS1B	TUBA1C
2894	NDUFS6	__Slc16a3	PSMB6	CD226	__Rhoa
2895	KTN1	NDUFB11	INSIG1	__Tuba4a	NDUFS6
2896	HUWE1	NDUFA11	__Nucks1	HOPX	TRAF3
2897	__Sh3kbp1	__Ifi27	ATP5MC1	AL136962.1	PSME2
2898	__Rad51b	HOPX	SSH2	C9orf16	ACAP1
2899	LMAN1	TRIR	DRAP1	CSTB	__Ndufb11
2900	__Slc16a3	HUWE1	SFXN1	FUT7	__Kansl1
2901	METTL26	__Rad51b	__Sod1	FOXO1	HOPX
2902	NDUFA11	SPCS2	__Capza1	__Impdh2	FAM107B
2903	INPP4B	INPP4B	PHPT1	FUS	SRSF7
2904	__Prdx2	DUSP4	CYCS	__Tomm6	__Fam107b
2905	__Capns1	DOCK10	NDUFB11	__Snu13	SPCS2
2906	__Eif3a	TBCA	__Atp5g3	EIF3H	__Ndufa7
2907	GABARAP	CSTB	SPCS2	__Nusap1	C4orf3
2908	PHPT1	CNBP	__Lsp1	GABARAP	__Ccnb2
2909	__Phgdh	ATP5MPL	__Kansl1	__Msn	IMMP2L
2910	PFDN2	NDUFS6	__Trmt112	SUMO2	TYMS
2911	MTHFD2	SFXN1	__Ankrd11	PRMT1	SSH2
2912	CKLF	__Elovl6	__Prdx4	IGFLR1	__Arpp19
2913	DUSP4	__Hk2	IMMP2L	ANKRD17	__Plp2
2914	GNAS	GABARAP	__Myl12a	ARID5A	FUS
2915	__Elovl6	ATP5MC1	RHOG	__Srsf2	GABARAP
2916	MTDH	AKAP13	C12orf75	__Mrpl30	BST2
2917	SPCS2	__Capns1	ATP5F1A	__Cdc37	__Snrpd3
2918	PTMS	UBL5	CDC42SE2	SMCHD1	TRMT112
2919	CSTB	__Atp5g3	__Prrc2c	ANXA6	C12orf75
2920	TUFM	LIMD2	ANAPC16	GRAMD1B	NDUFB11
2921	CYCS	SAMSN1	__Rabac1	VMP1	__Nucks1
2922	ANXA6	COMMD6	MTDH	__Cct5	__Capns1
2923	DOCK10	__Eif3a	METTL26	FKBP1A	ACTR3
2924	ARL6IP4	PCNA	CENPF	IQGAP1	RHOG
2925	SAMSN1	PTMS	ATP8B4	__Bnip3l	__Prdx4
2926	BST2	__Atp5g1	CIB1	SPCS2	NDUFA11
2927	SFXN1	PHPT1	__Psme2	SRSF7	TUFM
2928	AKAP13	UQCRQ	MRPL51	__Set	ANXA6
2929	TAB2	INSIG1	TPR	NDUFS6	ANAPC16
2930	__Atp5g3	ARL6IP4	TYMS	__Ms4a6b	TRIR
2931	INSIG1	GNAS	SEC61G	CYFIP2	__Aprt
2932	TBCA	ATP5MD	__Cnn2	__Ppp1r14b	ARL6IP1
2933	ATP5MC1	METTL26	NDUFS6	UQCR11	RBM39
2934	__Atp5g1	TAB2	__Ms4a6b	__Trmt112	__Ptpn9
2935	__Tmed9	ANXA6	UBXN4	C1QBP	__Pitpnc1
2936	__Rabac1	MTDH	__Maml3	CCM2	C1QBP
2937	SERP1	MSI2	__Arf5	ATP5PF	CDC42SE2
2938	PCNA	LPP	__Elovl6	SSR4	EIF3E
2939	__Dut	BST2	PPP1CA	TNIP1	HNRNPDL
2940	MRPL51	TRMT112	XRCC6	__Timm13	ATP5PO
2941	MSI2	CYCS	NSD2	__Tpr	CSTB
2942	UQCRQ	__Rabac1	__Nfkbia	RASGRP1	SRSF11
2943	__Ifitm3	SOCS1	STAT5B	__Vcp	__Sod1
2944	__Anxa6	__Tmed9	SMC4	NDUFA11	__Vcp
2945	__Ptpn9	__Ptpn9	__Atpif1	NDUFB11	__Selplg
2946	PRMT1	__Sept1	ATP5PO	__Pcbp2	__Pde3b
2947	HNRNPDL	NOP10	__Cdc37	__Sema4d	CAP1
2948	SOCS1	__Prdx2	__Raly	TRIR	HNRNPD
2949	__Gdi2	__Hif1a	__Glipr2	RIPOR2	SFXN1
2950	BIRC3	BIRC3	__Atp1a1	__Rabac1	SLC8A1-AS1
2951	__Sept1	HNRNPDL	PSMB2	NFATC3	NOP10
2952	UBXN4	__Gdi2	__Gdi2	CHD2	ATP5MPL
2953	__Hif1a	MRPL51	__Eif3a	HNRNPDL	TALDO1
2954	EIF4H	__Trmt112	HNRNPDL	MYH9	METTL26
2955	COMMD6	__Ezh2	BIRC3	SEPTIN7	__Hmgcs1
2956	PSMB2	__Dut	__Smc2	STAT5B	__Glipr2
2957	LPP	__Phgdh	__Fam107b	__Hnrnpab	__Psmb4
2958	__Ezh2	C4orf3	__Phgdh	__Arl6ip5	__Ms4a6b
2959	ATP5MPL	UBXN4	ACTR3	LCK	__Psme2
2960	TRMT112	STAT5B	RBM39	__Il4ra	MDM2
2961	PRDX5	SERP1	__Pitpnc1	HMGCS1	__Rad51b
2962	__Ube2i	TYMS	HNRNPD	MDH2	__Lnpep
2963	UBL5	__Smc2	ETS1	PSMA7	TBCA
2964	__Smc2	NDUFA6	__Micos10	__Sumo2	__Fyn
2965	EIF3E	TUFM	FUS	AAK1	__Hspe1
2966	__Nfkbia	EIF4H	__Hmgcs1	__Tomm20	UBL5
2967	ACAP1	ANAPC16	__Tuba4a	FBL	CKS1B
2968	TYMS	EIF3E	ACTR2	ATP5MF	ATP5MD
2969	__Trmt112	C12orf57	SRSF11	AURKAIP1	DRAP1
2970	FUS	__S100a11	PRDX5	ARHGDIA	__Cope
2971	__Id2	PSMB2	__Psmb4	CYTH1	__Utrn
2972	__Rexo2	__Smyd3	SLC8A1-AS1	ZEB1	SERP1
2973	__D8Ertd738e	LINC01871	MTRNR2L12	__Arf5	__Lsp1
2974	__Ms4a6b	FUS	BST2	__Hspe1	DOCK10
2975	SLC16A3	__Nfkbia	__Tmbim6	KPNB1	PDE3B
2976	SRSF7	DDB2	UCP2	__Itgb7	__Chd4
2977	TALDO1	__Anxa6	__Ptpn9	__Ndufb11	__Tuba4a
2978	__Xbp1	ACAP1	__Itgb7	DOCK2	__Aff3
2979	STAT5B	__Xbp1	SERP1	__Rock1	__Rabac1
2980	RHOG	__Id2	SAMSN1	__Izumo1r	__Gdi2
2981	__Maml2	__Ube2i	DDB2	MIB1	SAMSN1
2982	__Eif3m	__Gbe1	__Aprt	__Taf10	__Raly
2983	NUDC	__Ms4a6b	CCL5	SFXN1	PDE4D
2984	NDUFA6	__Rexo2	__D8Ertd738e	PRRC2C	ACTR2
2985	__Tuba4a	SMYD3	DOCK10	TNFAIP3	__Trmt112
2986	PSMA2	__Socs2	PTMS	STAG1	__Prelid2
2987	ATP5MD	PRDX5	MYDGF	TALDO1	__Cdc37
2988	C12orf57	NUDC	NAP1L4	DENND4A	__Tmbim6
2989	RHOA	RHOA	__Fyn	__Zbtb20	ARF1
2990	NOP10	COX17	__Pde3b	AC090825.1	UCP2
2991	__Plp2	TPR	__Ccnb2	ACADVL	TMED9
2992	__C1qtnf12	SRSF7	SUMO2	HSP90B1	STAT5B
2993	C19orf53	SLC16A3	__Chd4	BIRC6	SND1
2994	__Cdc37	__Lsp1	__Utrn	__Capzb	__Hk2
2995	__Ccnb2	PRMT1	__Hnrnpk	PTPRJ	FABP5
2996	__Cdca8	NDFIP1	CD109	BST2	NAP1L4
2997	ANAPC16	C19orf53	__Sf3b2	__Atp11b	__Maml2
2998	__Lsp1	TALDO1	PTP4A2	PSME1	__Ezh2
2999	C1QBP	__Cdc37	SRSF7	CIB1	PTP4A2
3000	TPR	PSMA2	OST4	SNRPF	TNIP1
3001	C4orf3	__D8Ertd738e	C1QBP	__Psmb2	__C1qtnf12
3002	__Socs2	NASP	TNIP1	__Prdx4	NCL
3003	__Hk2	SMC4	CD52	__R3hdm1	ADK
3004	__Gbe1	__C1qtnf12	RHOA	__Txn1	COX17
3005	__Smyd3	RHOG	PRMT1	GPX4	PSMD8
3006	__Prelid2	RBM39	TALDO1	__Sri	__Myl12a
3007	__Pgls	__Maml2	PDE3B	__Cks1b	SEPTIN7
3008	__S100a11	__Cdca8	SNRPF	PSMD8	PRDX5
3009	NASP	ANKRD44	ADK	__Ablim1	MYDGF
3010	ANKRD44	__Ifitm3	__Ezh2	C12orf75	CD109
3011	DDB2	__Snrpd3	NASP	SOCS1	RERE
3012	__Glipr2	ATP5PO	__Ndufa6	EIF3L	DDB2
3013	__Rp9	__Atp5k	C19orf53	DDB2	CCT7
3014	FABP5	__Plp2	__Eif3m	__Swi5	__Cdca8
3015	MACF1	__Glipr2	__Vcp	__Gabarap	__Sh3kbp1
3016	__Vcp	__Ccnb2	SND1	SIPA1L1	LINC01871
3017	ATP5PO	__Prelid2	HIST1H4C	__Prelid2	__Sf3b1
3018	SRRM2	__Rp9	RERE	METTL26	__Banf1
3019	__Sf3b2	__Tuba4a	RAD23A	__Macf1	SOS1
3020	IL13	MACF1	__Setbp1	PRDX5	__Tpr
3021	__Itgb7	__Eif3m	__Sh3kbp1	__Ptpn9	NASP
3022	__Snrpd3	__Sf3b2	__Cope	HSPE1	SOCS1
3023	NDFIP1	FABP5	FKBP1A	IMPDH2	MDH2
3024	__Ecm1	C1QBP	SF3B2	RAP1B	__Prdx2
3025	RBM39	__Npm3	__Sumo2	__D8Ertd738e	FKBP1A
3026	XRCC6	FOXP1	__Nsa2	__Pim1	PRRC2C
3027	SMC4	__Vcp	__Prr13	GNA15	__Cnn2
3028	__Npm3	TK1	PDE4D	DOCK8	RAD23A
3029	SMYD3	DDX5	TUBA1C	__Gdi2	__Itgb7
3030	__Clta	__Itgb7	ARF1	ANKRD11	ETS1
3031	LINC01871	CAMK2D	TUFM	TMEM258	SUMO2
3032	FOXP1	SRRM2	__C1qtnf12	__Atp1a1	KPNB1
3033	TK1	XRCC6	MDM2	ITK	__Atp5g3
3034	ANAPC11	__Arf5	UBE2C	__Atxn1	ACADVL
3035	__Calr	ATP5F1A	C12orf57	__Rhoa	__Hnrnpk
3036	DDX5	ANAPC11	__Prdx2	__Cks2	C19orf53
3037	COX17	__Ecm1	CKS1B	PPIB	__D8Ertd738e
3038	PRDX2	TNIP1	__Prelid2	ACTR3	__Prr13
3039	CUTA	__Clta	CAP1	ANAPC11	THEMIS
3040	TPM4	KMT2E	__Rad51b	__Fam107b	SLC3A2
3041	ATP5F1A	__Calr	__Tomm6	__Dynll1	__Setbp1
3042	TNIP1	SRSF11	SNHG6	__Phc3	__Micos10
3043	__Runx1	MZT2A	ANAPC11	__Tecr	ANAPC11
3044	GBE1	TPM4	NCL	SERP1	AKAP13
3045	UBE2C	__Runx1	__Pcna	__Lck	__Atp5k
3046	MZT2A	CCND3	__Cdk2ap2	TUFM	CCND3
3047	CAMK2D	__Snrpd1	__Nusap1	CCND3	__Eif3m
3048	CCND3	PPP1CA	PSME2	__C1qtnf12	MTRNR2L12
3049	CCT7	__Pcna	CD3E	__Atp5g3	SLC1A5
3050	PSME2	UBE2C	AKAP13	HMGA1	RHOA
3051	__Arf5	__Banf1	__Tomm20	__Ankrd11	__Tmem50a
3052	__Raly	CUTA	__Swi5	FABP5	__Cdk2ap2
3053	CCL5	__Arpp19	__Clta	CCT7	__Atpif1
3054	PPP1CA	RBX1	CCND3	TBC1D22A	__Impdh2
3055	CKS1B	__H2afj	KPNB1	CAPZB	DDX5
3056	CIAO2B	DAD1	MDH2	C19orf53	__Arf5
3057	PSMD8	CCL5	SOS1	MLLT3	__Capza1
3058	DAD1	CCT7	EIF3H	GBP2	__Anxa6
3059	UBE2D2	__Raly	THEMIS	NASP	__Calr
3060	SNHG15	PRDX2	__Tmem50a	SEC61G	ANP32E
3061	__Snrpd1	SEC61G	RBX1	WWOX	PDE7B
3062	__Cope	GBE1	DAD1	UQCRB	__Sri
3063	__Banf1	__Atpif1	__Anxa6	CIAO2B	PLIN2
3064	MDH2	CD3E	__Pcbp2	__Sod1	__Swi5
3065	PLIN2	FKBP1A	SNRPE	GNAI2	PRDX2
3066	__Gm2682	GNG5	CIAO2B	__1810037I17Rik	CIAO2B
3067	SUMO2	__Pgls	__Ube2i	__Ezh2	__G3bp1
3068	MYDGF	__Gm2682	__Sri	__Arhgap45	__Ube2i
3069	FKBP1A	SUMO2	__Impdh2	__Eif3m	LCK
3070	SRSF11	UBE2D2	ATP5PF	SEM1	__Nusap1
3071	__Pcna	ANP32E	TMED9	__Fam102a	COPE
3072	KMT2E	CIAO2B	NDFIP1	__Pitpnc1	EIF3D
3073	ANP32E	KPNB1	ACADVL	__Prrc2c	ARHGDIA
3074	SNU13	CKS1B	__Calr	SAMSN1	__Nsa2
3075	NKG7	__Swi5	ZFAND3	DOCK10	ATP5PF
3076	__Eif4ebp1	MDH2	FABP5	__U2af1	INPP4B
3077	PHB	__Cope	MDFIC	DIAPH3	__Bnip3l
3078	__H2afj	SNU13	SNRPG	__Ssr4	__Ecm1
3079	__Atp5k	NDUFS5	__Cdca8	__Atp5c1	__Clta
3080	CD3E	PSMD8	PSMD8	__Ptp4a2	__Sumo2
3081	DRAP1	UCP2	H1FX	CACYBP	EID1
3082	__Arpp19	MYDGF	__Cks2	TRAF3	__Tomm20
3083	__Sri	__Elmo1	PRRC2C	NSD2	MDFIC
3084	NEDD8	NEDD8	NDUFS5	__Ptpn1	TPM4
3085	UCP2	DRAP1	__G3bp1	__Psmb4	ARL4C
3086	__Swi5	NCALD	ARL4C	__Calm3	__U2af1
3087	__U2af1	__Hnrnpk	__Dut	__Pak2	ZFAND3
3088	ACADVL	PRRC2C	__Scand1	__Clta	__Cct5
3089	__Atpif1	WSB1	CCT7	__Calr	UBE2D2
3090	KPNB1	PSME2	UQCRB	__Cdca8	__Arhgap45
3091	MFSD10	PLIN2	LPP	PLIN2	__Psmb2
3092	NCALD	__Eif4ebp1	__Aff3	RHOA	PHB
3093	RBX1	__Dbi	__Bnip3l	__Icos	C12orf57
3094	RAD23A	SNHG15	DDX5	CD3E	__Scand1
3095	__Tmbim6	__Snrpe	__Arl6ip5	ANP32E	__Icos
3096	__Hnrnpk	NKG7	PRDX2	PSMA6	TAB2
3097	NDUFS5	__Sri	__Sf3b1	CRIP1	NDFIP1
3098	ETV6	UBE2D3	__U2af1	PSMB8	IL13
3099	UBE2D3	__Rac1	EIF3D	PICALM	__Cks1b
3100	__Nedd8	__Tmbim6	SLC3A2	__Chd4	__Ifitm3
3101	PRRC2C	ACADVL	COX5B	SSH2	__Gm2682
3102	__Rac1	__U2af1	PLIN2	__Hjurp	__Dynll1
3103	EIF3K	__Sumo2	COPE	SNHG6	UBE2D3
3104	__Dbi	MFSD10	PSME1	RBX1	LPP
3105	__Stk39	ETV6	TMEM258	CD44	__Eif4ebp1
3106	GNG5	SEPTIN7	__Rac1	FKBP8	SNRPE
3107	__Psme2	__Nedd8	__Psmb2	CDC42SE2	__Izumo1r
3108	__Sumo2	IL13	INPP4B	__Edf1	H1FX
3109	__Tomm20	__Nusap1	SEPTIN7	__Hmgcs1	PTMS
3110	STAT3	ATXN1	ANP32E	__Lockd	CUTA
3111	SEPTIN7	RAD23A	MZT2A	__Egln1	__Ptpn1
3112	WSB1	__Psme2	HUWE1	PRDX2	ARID5A
3113	ARL6IP1	__Stk39	__Maml2	__Kansl1	EIF3H
3114	__Srsf3	SNRPF	PPIB	DDX5	__Dut
3115	__Dock2	__Micos10	__Tpr	LSM5	__Tomm6
3116	__Elmo1	__Foxn3	ARL6IP1	__Pcna	__Gbe1
3117	ATXN1	FYN	CUTA	NDUFS5	HUWE1
3118	CAP1	CAP1	__Izumo1r	RAC1	PSME1
3119	__Foxn3	__Capza1	GNG5	__Maml2	__Tecr
3120	__Micos10	STAT3	UBE2D3	UBE2D3	APOLD1
3121	__Impdh2	NCL	CD44	PSMB3	__Ndufa6
3122	SF3B2	ATP5PF	ARHGDIA	__Utrn	CD3E
3123	__Tmem50a	__Snrpf	TAB2	__Prdx2	EIF3L
3124	JARID2	__Selplg	KMT2E	__Tma7	HSPE1
3125	UBALD2	SF3B2	CBX3	SSR2	NEDD8
3126	__Camk4	PHB	__Cct5	NAP1L4	__Runx1
3127	__Tcf25	ELMO1	PDE7B	COX5B	__Arl6ip5
3128	FYN	__Dock2	HSPE1	POMP	RBX1
3129	__Selplg	RAP1A	TPM4	__Egln3	CACYBP
3130	RAP1A	__Tomm20	__Tecr	__Nucks1	DAD1
3131	NCL	ARL6IP1	__Rbx1	__Nop53	MSI2
3132	__Capza1	__Srsf3	NKG7	__Rbx1	__Pcna
3133	ATP5PF	JARID2	NEDD8	__Rac1	PSMA6
3134	APOLD1	__Tpr	LCK	__Maml3	FOXP1
3135	__Nusap1	__Tmem50a	__Cks1b	__Aprt	SNRPG
3136	H2AFV	APOLD1	__Calm3	APOLD1	NDUFS5
3137	__Tpr	__Camk4	ARID5A	__Rad51b	__Hspa5
3138	ELMO1	__Lnpep	__Ubl5	__Fyn	SNU13
3139	SEC61G	__Sf3b1	__Nedd8	DEK	KMT2E
3140	FHIT	EIF3K	__Snrpd1	__Anxa6	DEK
3141	PTTG1	__Tcf25	__H2afj	ACTR2	__Calm3
3142	__Calm3	__Impdh2	__Dynll1	ETS1	PTTG1
3143	__Sf3b1	SLC1A5	__Junb	DAD1	__Rac1
3144	SLC1A5	SNRPE	__Dbi	GADD45GIP1	__Dbi
3145	__Lnpep	SNHG6	SNU13	FAM107B	EIF3K
3146	LCK	__Prr13	SMYD3	__mt-Nd2	__Ddit4
3147	GNLY	CD44	MSI2	__Ube2i	GYPC
3148	__Snrpe	__Psmb2	__Gbe1	__Hspa5	CAPZB
3149	__Psmb2	__Tomm6	UBE2D2	PSMB9	__Foxn3
3150	__Tecr	FHIT	__Atp5c1	EBP	ANKRD44
3151	__Arhgap45	RNF19A	GPX4	DBI	GNA15
3152	__Dynll1	__Dynll1	__Gm2682	__Mdh2	__Pgls
3153	ARHGDIA	DEK	ATP5MF	NEDD8	__Lck
3154	UBE2S	__Bnip3l	EIF3L	ID2	__Nedd8
3155	MKI67	__mt-Nd2	__Arhgap45	HNRNPD	HSP90B1
3156	TMED9	MKI67	FOXP1	COX6C	NKG7
3157	__Hspa5	__Tecr	APOLD1	__Ndufa2	RAC1
3158	ARF1	__Rbx1	ANKRD44	C12orf57	CAMK2D
3159	__Prr13	COX5B	PSMA6	GYPC	CBX3
3160	BAX	LCK	__mt-Nd2	__Dbi	__Hif1a
3161	__Izumo1r	H2AFV	__Ecm1	ATP8B4	SMYD3
3162	__Pebp1	__Calm3	CAPZB	__Sh3kbp1	__Atp5c1
3163	PSME1	HSPE1	__Ddit4	__Cd53	SNRPF
3164	GYPC	ARHGDIA	GNAS	__Uqcr10	CD44
3165	PSMA6	EIF3H	SSR2	IMMP2L	__mt-Nd2
3166	__Cks1b	PSME1	__Snrpe	LSP1	MZT2A
3167	CD44	ARF1	GNA15	SND1	__Snrpf
3168	RNF19A	TMED9	__Ifitm3	__Cmss1	SON
3169	__Bnip3l	__Arhgap45	__Eif4ebp1	__Cfl1	STAT3
3170	EIF3H	__Cks2	SNHG15	__Eif4ebp1	PSMB8
3171	SEPTIN9	PSMA1	UQCR11	UBE2D2	EBP
3172	__mt-Nd2	__Cks1b	__Ets1	TUBA1C	PSMB3
3173	__Tomm6	RPL22L1	__Hif1a	__Ubl5	__Cks2
3174	__Cct5	__Hspa5	HSP90B1	__Nedd8	CD52
3175	SNRPE	__Nsd3	MFSD10	AKAP13	GPX4
3176	SNRPF	__Ubl5	__Runx1	SLC8A1-AS1	PSMB9
3177	__Ptpn1	UQCRB	__1810037I17Rik	TPM4	__Pcbp2
3178	__Cdk2ap2	PSMA6	CAMK2D	__Cotl1	__H2afj
3179	TKT	EVL	__Foxn3	CUTA	__Junb
3180	__Nsd3	__Cdk2ap2	__Ptpn1	__Psma7	SNHG15
3181	DEK	__Gng5	EIF3K	CD74	GNG5
3182	__Snrpf	SET	WSB1	RPS27L	GNAS
3183	EVL	__Arl6ip5	EID1	SNU13	ATP5MF
3184	RPL22L1	UBALD2	RAP1A	__Slc25a4	H2AFV
3185	COPE	__G3bp1	CACYBP	__Gm2682	SEC61G
3186	PSMA1	__Fam49b	DEK	NDFIP1	MACF1
3187	HSPE1	SEPTIN9	FBL	EIF3F	SSR2
3188	__G3bp1	BAX	PSMA1	PTMS	PPIB
3189	EIF3D	GYPC	__Uqcr10	__Ecm1	__Snrpd1
3190	SNHG6	RUNX3	__Hspa5	__Trappc6a	MFSD10
3191	SSR2	__Celf2	GYPC	RANBP1	__Smyd3
3192	CACYBP	__Grap2	STAT3	ADK	PPP1R14B
3193	__Celf2	__Ndufa6	LSM5	RBM8A	EVL
3194	HIST1H4C	__Ptpn1	POMP	__Pde3b	XRCC5
3195	SET	GNLY	__Ptp4a2	CD109	__Tcf25
3196	__Tspo	__Izumo1r	H2AFV	RERE	MKI67
3197	SLC3A2	__Sec61b	MACF1	PHB	EIF5B
3198	__Cks2	EIF3D	MYL12B	C17orf49	UQCRB
3199	__Rbx1	COPE	SEPTIN9	__Ets1	PSMA1
3200	COX5B	__Ets1	RAC1	NKG7	UQCR11
3201	__Arl6ip5	PTTG1	__Pgls	__Hnrnpf	__Rbx1
3202	PSMB9	SSR2	PHB	EDF1	JARID2
3203	__Myl12a	EIF3L	RPS10	XRCC5	__Trappc6a
3204	__Atp5c1	__Pebp1	GADD45GIP1	PPDPF	POMP
3205	UQCRB	SNRPG	EVL	GNG5	HMGA1
3206	__Icos	__Cct5	PSMB8	__Diaph3	GADD45GIP1
3207	__Fam49b	CACYBP	__Pim1	EIF3K	OST4
3208	RUNX3	__Atp5c1	__Snrpd2	KMT2E	SEPTIN9
3209	RAC1	HIST1H4C	HMGA1	__Uqcrq	WSB1
3210	EIF3L	__Pcbp2	RPL22L1	PDE4D	__Psma7
3211	EBP	__Myl12a	PSMB9	__Son	__Diaph3
3212	PTP4A2	PTP4A2	__Smyd3	__Nsa2	LSM5
3213	__Sec61b	RAC1	__Sec61b	PSMA1	SNHG6
3214	CD247	OST4	SEM1	__Foxn3	__Edf1
3215	PPIB	TKT	__Lck	__H2afj	RUNX3
3216	__Ets1	__Snrpd2	PSMB3	H2AFV	COX5B
3217	JPT1	SLC3A2	EBP	PDE3B	TMEM258
3218	ARID5A	__Rbpj	RUNX3	PTTG1	RAP1A
3219	RAB11FIP1	CAPZB	__Ndufb7	SOS1	__Pebp1
3220	__Grap2	PPIB	__Ndufa2	HNRNPK	GBE1
3221	CAPZB	CD247	COX6C	MZT2A	__Ets1
3222	__Ubl5	RAB11FIP1	__Uqcrq	__Cox7a2l	__Ptp4a2
3223	__Ndufa6	PSMB9	__Diaph3	MYL12B	CCT8
3224	__Rbpj	__Tspo	__Edf1	__Aff3	__Pim1
3225	MYL12B	RAD51B	__Cox7a2l	EVL	CCR7
3226	SNRPG	TMEM258	GBP2	__Dut	__Anp32a
3227	POMP	POMP	__Trappc6a	CCT8	FBL
